"","TCGA-A6-2686-11A-01R-A32Z-07","TCGA-AA-3514-11A-01R-A32Z-07","TCGA-A6-5659-11A-01R-1653-07","TCGA-F4-6704-11A-01R-1839-07","TCGA-AZ-6600-11A-01R-1774-07","TCGA-AA-3663-11A-01R-1723-07","TCGA-A6-2684-11A-01R-A32Z-07","TCGA-A6-2675-11A-01R-1723-07","TCGA-A6-2679-11A-01R-A32Z-07","TCGA-A6-5667-11A-01R-1723-07","TCGA-A6-2671-11A-01R-A32Z-07","TCGA-AA-3520-11A-01R-A32Z-07","TCGA-AZ-6605-11A-01R-1839-07","TCGA-A6-5662-11A-01R-1653-07","TCGA-AZ-6598-11A-01R-1774-07","TCGA-AA-3534-11A-01R-A32Z-07","TCGA-A6-2683-11A-01R-A32Z-07","TCGA-AA-3660-11A-01R-1723-07","TCGA-AA-3531-11A-01R-A32Z-07","TCGA-AA-3516-11A-01R-A32Z-07","TCGA-A6-2682-11A-01R-A32Z-07","TCGA-AZ-6601-11A-01R-1774-07","TCGA-AA-3496-11A-01R-1839-07","TCGA-AA-3713-11A-01R-1723-07","TCGA-AA-3522-11A-01R-A32Z-07","TCGA-AA-3697-11A-01R-1723-07","TCGA-AA-3511-11A-01R-1839-07","TCGA-A6-2680-11A-01R-A32Z-07","TCGA-AA-3712-11A-01R-1723-07","TCGA-AZ-6603-11A-02R-1839-07","TCGA-A6-2678-11A-01R-A32Z-07","TCGA-AZ-6599-11A-01R-1774-07","TCGA-AA-3527-11A-01R-A32Z-07","TCGA-AA-3525-11A-01R-A32Z-07","TCGA-AA-3662-11A-01R-1723-07","TCGA-AA-3655-11A-01R-1723-07","TCGA-A6-5665-11A-01R-1653-07","TCGA-AA-3489-11A-01R-1839-07","TCGA-AA-3517-11A-01R-A32Z-07","TCGA-AA-3518-11A-01R-1672-07","TCGA-A6-2685-11A-01R-A32Z-07"
"H2BC21",8.9594,9.8577,6.4602,14.8375,10.5363,14.4542,8.8607,14.9099,9.3291,16.1856,9.7167,6.9079,26.0248,16.7355,9.7243,5.9449,11.8435,8.8702,18.7336,10.4685,11.8696,9.9534,15.572,6.3285,10.2416,10.1905,12.0544,11.4596,10.2467,19.9488,10.5078,29.0945,11.1261,6.4288,11.1945,15.8574,5.3248,13.9291,6.5893,9.0189,11.5576
"EIF4ENIF1",10.8042,11.1777,8.5113,14.2425,10.9228,11.8982,9.1808,14.7426,10.0629,11.5411,10.7485,10.2946,19.8048,12.1049,10.1636,11.4348,11.0794,9.4626,9.2777,8.7112,11.2763,12.0917,14.8053,7.7106,11.9624,11.3398,13.5058,9.6039,10.7319,15.8534,13.2489,11.6798,12.0495,11.7199,14.6439,13.7447,7.4636,14.1499,10.4475,10.6451,12.3086
"LRRC26",11.4331,8.1525,2.5959,8.2097,9.6175,14.257,26.9052,4.3441,26.4948,7.7556,19.065,19.2575,0.917,1.4772,1.9031,34.3222,14.4833,30.7972,9.5625,6.0464,21.5795,5.4509,3.6983,3.3323,13.4971,6.8756,12.1818,7.9686,22.0945,12.856,14.1727,23.3749,17.1674,12.4378,36.123,14.7725,3.5655,2.4957,19.7167,5.4413,25.4081
"RNLS",7.561,6.3495,6.6789,7.0798,6.2565,6.6517,6.8938,5.122,5.4405,7.844,6.4539,6.6081,4.8772,5.9206,4.9781,6.3858,7.9758,9.0324,5.1278,4.9551,9.0678,4.8828,8.7601,10.5584,9.0997,6.1278,8.5699,5.4844,5.9985,4.8592,8.5636,6.8055,6.368,6.1083,8.645,9.6198,6.2213,8.6898,6.5125,7.0616,9.558
"FAM110C",23.4604,23.3665,17.6328,10.6657,24.5153,12.9778,20.8972,14.2973,16.4814,23.9128,15.7898,24.113,2.6346,10.1351,12.9962,21.7129,21.9092,26.0849,23.6611,18.1025,15.6978,21.0675,9.2829,12.5123,27.643,11.8218,21.6467,26.8659,26.9714,14.0545,23.015,23.6193,26.4238,19.8463,27.8459,24.2735,17.33,12.472,17.6193,21.8957,15.1597
"ATL3",29.0354,31.9035,29.9457,37.4851,22.1204,31.9187,21.6452,38.5409,21.5524,25.6989,27.9595,27.4375,56.7274,42.8235,26.3798,23.5484,28.7321,26.6334,26.5696,27.0861,23.1937,34.0557,55.8755,23.7502,29.5486,32.9788,25.2664,23.8254,24.2378,44.606,33.6273,32.5854,33.1089,22.079,31.2468,30.9823,25.0058,39.1217,25.765,23.93,29.6193
"NDUFA12",88.8314,95.6189,73.8549,104.6515,67.6677,74.1598,88.327,65.0693,65.4348,80.4457,71.1182,89.5816,82.9476,88.6066,73.4652,72.6159,95.5703,100.8709,61.1749,51.969,74.966,65.5459,102.0509,161.2968,77.8449,112.0667,87.4881,80.0728,69.7709,74.9991,78.9712,64.532,78.7107,75.7727,97.1957,122.2805,61.5675,128.5439,64.689,65.0889,93.4955
"TCTE3",1.0917,0.8777,2.0394,1.4821,1.5258,1.6166,0.7909,1.2262,1.1349,1.6176,0.8084,0.9421,0.7525,1.4662,1.8484,1.4258,1.1389,0.6724,0.7037,0.5317,1.5256,1.7926,1.6123,1.0117,1.0779,0.9369,2.0009,0.8038,2.1362,1.4402,1.717,1.5782,0.7026,0.9304,1.7205,1.059,1.116,0.9116,1.0067,0.6497,1.1614
"UBE2G2",23.0475,21.7774,24.1175,46.468,38.5931,30.9982,19.6365,35.8406,21.0904,38.5323,21.3181,21.9059,53.2615,32.4163,30.9172,24.7215,22.0658,24.7571,16.703,14.2615,24.5657,39.7711,39.2462,31.9063,22.807,33.2177,36.1307,23.4617,29.8676,39.6474,26.7087,34.5057,21.571,20.9969,33.0057,31.4752,19.3108,35.2376,20.3283,20.907,28.9395
"OSBP2",2.47,1.7919,1.8776,3.6525,2.8177,2.554,2.6753,2.8848,1.9647,3.4995,2.8043,2.371,4.4779,2.3374,2.05,3.098,2.019,2.5101,1.8797,1.456,2.565,3.8286,2.2646,1.5404,3.2763,1.6338,4.3469,2.5156,3.466,2.1454,2.9516,3.5323,2.7305,2.3289,4.348,3.6194,1.8934,1.5749,2.4073,2.4291,3.1606
"APOO",14.4138,17.2527,13.1436,20.504,16.2385,15.6073,16.4726,11.1094,12.761,18.7623,13.7245,14.9979,10.9869,14.6992,14.3985,12.3898,17.5795,18.8337,12.0967,7.6195,14.6167,16.0357,19.0187,24.5096,15.4569,20.8201,16.6716,12.7607,13.5033,13.8121,15.0241,14.9085,15.8648,14.194,18.0666,20.4893,11.5299,21.2048,12.3453,11.384,18.9692
"TMED9",143.7705,178.1852,105.7644,230.1169,141.4182,114.9319,129.3201,121.7798,139.6163,158.1773,154.2877,153.1723,88.2555,112.8768,124.0832,139.1156,151.0655,170.4747,137.6695,119.3151,141.2549,153.3842,151.6558,164.4233,133.961,292.9077,169.0143,86.4724,144.7064,198.9219,131.3681,152.8097,151.2084,147.7098,189.0295,178.0404,92.3497,234.3503,124.9562,117.489,203.5275
"TMEM186",12.8128,13.3094,10.6271,15.1896,13.1264,13.584,16.6895,14.2676,13.2976,15.8832,13.9208,13.4754,13.0516,13.4756,14.2662,14.2526,15.7883,18.7181,9.3677,8.2605,15.2896,13.7605,17.0925,22.655,15.1558,15.0298,14.047,12.7021,13.2896,14.7441,14.6924,15.3364,13.6996,12.8273,17.088,22.2797,9.8526,18.4004,10.7635,12.7923,16.1753
"SDR42E1",6.8992,3.7756,5.3069,3.1516,3.1338,5.0021,5.0557,3.1892,4.9394,4.2457,2.8795,6.4649,4.5504,3.5285,3.9447,4.9791,6.1002,3.4454,2.9758,2.4829,3.6648,2.768,4.9118,7.7296,4.9517,3.7805,3.9327,4.8795,3.4959,1.9878,5.2299,4.4409,6.3213,3.8582,4.4011,5.6292,5.5105,3.3342,4.8795,3.4681,3.0489
"BTBD6",66.624,54.2972,51.1702,72.5418,65.0452,69.2209,79.6926,70.6999,57.9461,90.0757,74.2768,71.5992,65.5199,55.2786,60.5772,66.8572,64.5718,92.858,51.9788,56.7442,72.9732,66.5267,76.7352,85.9269,70.408,71.9,73.6754,85.7978,79.7817,67.468,75.7363,71.1719,73.6842,53.7764,89.537,95.3029,47.064,68.8937,67.6056,66.5252,76.9631
"H1-10",72.1731,77.573,82.2741,77.2024,92.1758,88.4484,115.1942,84.9762,117.9307,112.6909,136.8382,73.358,159.4313,95.985,96.3397,113.294,73.0388,95.3778,71.7827,59.2621,83.6836,71.0869,123.7981,60.8372,91.5217,83.4587,103.639,69.9349,101.8057,99.3634,120.0132,140.9954,82.4225,110.2633,117.775,153.0584,51.0584,105.8451,94.7321,89.9317,119.5255
"RBM43",4.4965,2.3243,3.4888,4.4364,1.9287,5.4126,2.7841,9.4005,4.019,2.8433,3.3249,3.4055,17.0145,7.5219,4.3048,5.0335,4.5216,6.3295,2.8881,3.7723,2.1345,4.2743,10.3405,3.4892,4.7241,4.2804,4.1328,3.8788,2.9016,11.7612,4.2635,5.471,4.4955,3.8931,9.7002,9.6347,1.9535,9.562,3.5526,5.289,3.3756
"SUMO3",99.9259,106.707,82.0073,115.9771,87.3507,87.1267,111.8682,82.8279,91.4137,102.1603,103.7957,97.5504,94.4116,101.8447,73.8822,106.4901,105.8397,136.0229,82.1198,76.9184,93.3101,80.2409,135.0003,149.1235,99.1122,121.7281,121.0528,112.8437,103.4385,109.68,109.8148,103.9406,107.175,100.824,157.862,155.4836,79.8754,178.9489,100.2737,96.2615,105.8065
"IMMP2L",3.7644,2.582,2.7541,5.2979,4.2538,5.1123,3.683,4.8759,2.8445,3.2664,3.0774,3.6743,8.1787,5.2182,4.5969,3.0238,3.7502,4.4159,2.0001,2.0914,3.7071,2.9782,10.1652,5.7445,4.1543,4.1444,3.7255,7.2446,2.9745,6.4862,4.3815,3.9027,3.63,2.7454,6.6089,7.8818,2.5336,8.5163,3.623,3.4837,3.9971
"JAG2",5.4309,2.5449,2.5168,3.4547,7.9427,4.5382,3.1251,11.8713,4.7535,7.9226,6.0088,4.7201,6.1908,5.2046,7.9059,6.3885,3.9894,2.8541,7.0244,2.5751,2.9211,6.8084,4.8576,2.1933,3.6632,8.0489,4.6249,10.4116,5.2328,10.3491,3.6937,10.019,3.5998,3.2167,6.1335,2.1892,3.1745,1.4153,5.1821,4.1304,3.3862
"FMNL1",5.0465,8.2461,3.9256,5.2295,7.2923,7.6423,5.2792,6.3101,12.4496,7.8246,5.6414,5.949,3.1449,8.3766,6.1947,10.5255,5.0581,5.8602,5.0775,5.4421,7.4176,7.507,6.4689,3.3956,6.038,10.486,11.279,3.6445,7.5486,10.5668,6.5954,6.4551,6.1121,12.991,6.7584,6.3712,4.2601,6.8896,11.0964,5.3746,6.7881
"ZFP90",3.9025,3.4845,3.7812,6.3755,4.0846,6.5523,3.989,7.9681,4.4656,4.7873,3.9979,4.1241,12.1471,7.3013,5.6354,5.2736,5.0123,5.537,2.7917,2.9782,4.2572,6.005,9.2502,3.333,5.3116,4.176,6.8523,2.539,5.5363,8.8737,6.0769,6.3079,4.492,4.8356,10.1331,8.1776,3.2417,7.4776,4.7563,3.6478,4.891
"NOC4L",28.949,24.0345,13.933,33.5473,37.6211,27.2982,28.5465,28.0057,30.1561,32.6905,26.6903,25.0231,18.7006,17.2222,28.5534,27.5136,22.3201,23.6479,20.2659,18.6079,24.9324,27.7307,20.6025,31.5546,26.589,36.7241,25.2857,22.3111,19.8515,26.7968,19.844,35.4051,26.8521,23.6311,23.3216,25.4637,18.5874,24.6658,22.1082,22.4892,30.0957
"USP18",5.6521,17.2786,3.4328,11.5745,14.267,4.016,3.7431,3.7958,11.7174,4.8676,4.3659,5.1392,3.5377,4.4983,14.1846,5.1252,6.5768,6.0595,10.6289,13.2845,3.6262,5.0421,6.7875,4.9561,5.0018,11.3546,5.262,6.1969,4.5884,13.1516,3.2417,6.0707,6.5352,8.3756,5.5492,7.8053,4.9091,23.0272,4.1182,6.5795,14.4267
"NDUFA6",182.6206,217.2008,148.922,214.2992,142.3373,156.7302,189.5873,143.0788,140.981,176.691,172.0524,172.6573,180.5418,180.7669,144.8529,140.3317,173.2372,232.8192,167.6016,132.8866,183.0977,146.5239,220.8499,380.8516,163.3569,218.3933,173.5583,206.6883,149.6981,154.9436,190.2317,143.6381,165.215,173.7685,210.4353,324.2965,122.9016,348.2711,134.1989,124.2573,197.4463
"SORCS2",2.2379,0.6509,1.3302,3.1986,2.2351,2.9058,0.8669,4.6559,2.8276,2.3265,1.6678,1.5888,13.0631,3.0533,4.9254,2.3937,1.5713,1.1076,1.3026,1.3072,1.4902,3.4263,5.2451,0.9339,1.0015,2.9041,3.0954,1.9715,1.5595,7.2468,3.0495,3.0217,2.2015,1.2917,1.7781,1.5267,1.3846,2.8292,2.0673,2.0418,1.6209
"SIVA1",23.6399,26.2376,15.0072,40.0284,28.115,27.0132,24.92,28.4629,24.7637,31.7104,26.4938,23.8347,27.2295,29.3052,30.1101,24.1396,22.9392,45.2004,18.9575,17.519,29.2822,24.1686,42.4019,66.7236,26.1012,41.4475,31.1037,30.4292,31.3144,38.0181,24.2654,28.2809,22.5401,25.4015,41.1059,56.4539,16.3681,72.5908,22.5743,21.2938,35.2674
"DGAT1",97.4275,92.8068,85.8247,92.8758,82.967,84.8592,116.0186,77.5167,86.8853,140.792,71.6138,91.3663,40.0663,75.8965,87.9125,104.403,87.0758,126.6141,127.5515,103.3116,113.3101,86.1922,75.6823,89.3044,97.1059,127.41,96.548,648.264,105.9524,83.0185,88.9651,110.1463,94.8413,97.7612,111.2592,99.5419,105.1659,64.4452,87.2952,97.2543,121.0143
"AP3M1",24.336,26.2659,23.4999,39.875,25.7583,26.6164,17.5129,32.8406,19.9766,24.8193,20.2249,25.3604,48.6348,27.8033,22.7507,24.2575,27.9548,26.2834,18.0447,16.0403,23.5431,30.5618,38.1957,23.4875,28.3361,29.2131,30.8676,18.8278,24.5785,31.6731,27.3258,28.1285,25.1159,21.5276,35.0706,32.7762,19.8145,31.6759,23.1991,20.252,30.9921
"F8",1.3354,1.0898,1.3306,3.3434,1.554,1.9342,0.7797,4.328,1.2785,1.651,1.693,1.4909,7.4235,4.349,1.7755,1.417,2.0256,1.4093,1.2017,1.0379,1.1514,2.9663,6.6344,1.5168,1.577,1.9988,1.7504,2.3249,1.3603,6.4793,2.1279,3.4845,1.9328,1.2714,3.6725,2.2627,1.1005,2.7752,1.4942,2.0094,1.6001
"UBOX5",7.5777,6.7877,5.4274,6.9705,8.0051,8.4728,7.4318,9.0579,7.6659,10.6951,9.5,6.9121,14.1405,7.8401,8.4762,8.2952,7.3815,8.3168,6.7906,6.2762,8.0277,6.6,8.9772,5.861,8.426,7.3082,8.201,7.3102,8.4901,9.7762,9.885,9.0254,7.7503,6.7289,9.8014,11.5046,5.828,7.2012,7.0265,8.615,7.1623
"MAFF",3.7832,7.3276,15.2645,24.344,39.9408,9.9738,10.3062,12.7967,11.2048,45.6293,13.9987,5.2791,2.8228,21.083,11.025,4.248,4.9815,5.217,9.3343,11.0256,14.0514,7.7033,7.8053,20.1426,5.2021,17.7676,9.628,11.8012,12.9653,8.6823,12.0671,10.3051,11.0073,7.105,7.2605,3.1448,14.2516,11.8169,10.5881,3.8127,21.87
"BRF1",6.3704,4.7224,3.5446,6.1113,6.928,6.1374,4.9243,6.1826,5.3933,6.8586,5.432,5.6226,6.4536,4.7634,6.0326,6.566,5.2697,4.7884,3.4059,4.0096,6.6048,6.5065,6.3127,4.1798,6.9289,5.2073,7.1063,5.8856,6.561,7.112,6.6132,6.2506,5.4118,4.9179,7.8687,6.2992,4.2133,3.9662,5.5234,5.5745,6.319
"SEMA4B",60.5088,82.5941,51.5303,69.9675,110.6934,51.4314,55.3399,71.9978,57.8333,63.7477,54.8072,60.3396,71.5294,43.5483,61.435,62.4166,51.8577,41.977,65.2905,73.7785,63.4836,47.7051,65.0476,34.9337,60.9752,82.302,48.5912,48.8131,56.9121,85.1204,58.9642,64.5306,62.2608,55.3143,48.7204,44.8564,65.4161,53.5259,46.9097,58.9861,65.432
"CIB1",336.4079,322.8194,298.4926,324.783,241.771,239.2629,350.2206,220.7019,310.7764,398.9568,321.3735,338.9711,112.1188,269.386,247.4979,272.5681,264.9153,436.7848,429.9864,381.9268,295.0741,229.2477,292.8495,472.5566,343.002,433.8954,266.8637,378.9632,333.0793,268.2839,284.2742,269.2846,328.5843,327.334,378.7495,419.612,316.0596,395.8276,305.8613,280.9212,371.043
"NELFA",16.8173,16.9512,13.153,20.1414,19.5304,18.5917,18.1167,17.6555,18.4659,21.7504,18.271,19.7899,18.0248,16.5274,19.8124,21.3642,18.2573,17.7312,12.7813,12.287,20.2585,17.5416,19.2704,15.2077,22.4066,17.9569,21.2911,14.3207,18.3442,21.6066,21.7161,25.0127,16.3424,18.7173,22.8749,21.2186,14.0093,14.3047,15.9963,18.6015,21.5308
"INTS5",25.7387,26.5752,17.4435,27.4451,33.9844,25.5994,28.2559,26.9052,26.6584,29.9808,25.7778,27.9046,23.8183,23.703,25.2783,31.1492,27.9204,26.8552,20.1393,16.9094,30.1245,28.3611,30.9566,29.784,28.9014,30.418,29.2275,21.1157,25.0676,30.3898,28.7674,32.2983,27.9332,25.7444,31.6672,32.9254,17.8007,23.6932,27.447,29.1244,29.4241
"RPS27L",25.6508,21.061,29.047,31.8065,20.3361,21.7892,17.865,20.94,19.2067,22.5988,22.6268,22.151,22.2369,27.0765,20.6086,18.5793,24.3989,34.1631,21.8138,20.8924,21.0192,19.7963,30.1916,37.6542,22.9205,32.0389,22.3486,38.7731,20.3581,25.9103,19.3161,23.1815,22.6238,20.8304,28.3152,37.3916,20.4233,38.1887,21.0922,18.6889,25.6597
"FAF1",16.319,16.69,11.3457,26.0224,18.0158,16.6058,16.5902,18.864,13.2763,15.7772,16.1512,15.9537,27.265,19.2758,14.1657,15.4508,17.4463,16.9274,10.9928,8.8466,16.0585,16.8434,24.2842,19.889,18.42,22.4179,17.8325,20.9172,14.7145,18.2231,18.3992,18.1104,16.7136,13.9901,22.2082,20.9805,10.4688,20.4873,14.7555,14.746,19.9625
"NSMCE3",6.1738,6.4198,6.0526,8.1764,9.6215,10.0025,7.7146,10.0266,7.0757,8.3229,8.3188,6.4555,15.5962,13.359,7.2045,7.5574,7.235,9.8984,5.2428,5.3861,7.7695,7.9792,16.0089,11.8613,8.1865,8.6455,9.4642,8.6524,7.4071,12.2695,8.7434,7.8718,7.7268,7.0293,10.7686,13.2712,5.596,15.989,7.9448,6.8045,8.4507
"HSF1",34.6087,30.3216,21.9274,42.5982,40.2094,46.6553,42.0337,44.2958,34.7242,44.4631,44.5211,35.3092,50.7404,38.3231,39.9113,42.2974,36.8639,37.2003,29.4165,29.0306,37.8122,41.3108,46.5938,36.9269,40.8841,37.8334,35.0746,34.416,39.0087,47.8544,47.2352,47.1611,36.3681,36.6844,53.2971,55.4147,23.9766,36.0078,37.1746,36.7333,39.6742
"C6orf120",26.1667,28.1928,25.0917,31.0799,32.7244,24.8166,26.6724,23.0684,23.6954,28.0264,26.0018,32.4206,23.2799,25.7134,18.7835,30.6201,26.9117,31.872,22.2297,22.638,32.9125,26.236,36.6253,36.335,30.7234,26.5038,31.1829,27.9117,34.0965,28.5305,31.89,35.8089,26.3086,23.7114,42.5253,41.5192,24.0805,36.7839,24.4553,25.0938,34.2724
"PURA",7.962,8.575,9.9873,12.8412,8.6245,9.2266,6.8151,13.131,6.2493,8.5735,7.2817,8.5653,15.7008,10.465,8.7132,8.1275,9.5964,7.4001,7.0132,6.1527,7.6337,13.2428,14.1672,6.9764,9.1138,6.5759,9.4615,10.1543,7.1175,12.4587,9.2284,11.7424,10.0817,6.4248,10.8606,9.41,7.6551,11.1117,7.828,8.3581,8.5988
"INPP5J",24.5191,13.628,15.9322,13.6462,18.4259,15.2855,31.6556,7.1404,15.4557,28.7621,24.193,17.2201,5.9604,13.3006,16.1006,22.0417,15.4348,15.19,24.7044,23.5863,18.7744,10.9311,8.9379,10.9934,25.2849,11.197,15.2033,100.7529,20.7661,4.3771,24.1693,15.0984,18.3723,15.0091,14.947,15.3159,23.2899,4.8445,19.5411,26.4851,19.163
"LRRC37B",1.3933,1.1119,1.4668,1.7966,1.3333,1.7701,1.5258,2.1382,1.8066,2.7845,1.6144,1.3973,2.5973,2.2405,2.6808,2.4258,1.6473,2.1638,1.2184,1.2572,1.5748,2.1499,1.7158,1.4546,2.3479,1.4239,2.3249,2.7834,2.5839,2.6223,2.6371,2.7331,1.6991,1.8002,4.0838,2.6274,1.1737,1.8477,1.47,1.6247,1.9716
"DDX51",6.1356,5.3758,4.5924,13.2324,13.5829,6.8988,5.7185,6.6295,6.7555,11.0397,8.1334,8.7869,8.5567,6.5933,9.1257,8.5719,6.2755,5.0285,4.1992,3.6247,7.052,8.9551,7.1508,6.2548,7.3463,8.3884,9.7625,5.7736,9.0015,10.3161,7.3195,8.0335,7.5904,6.8942,9.5457,7.6177,4.5263,5.3252,6.5878,6.788,8.3171
"NOMO2",5.0349,6.5589,3.7811,8.6089,7.5206,5.0579,4.485,5.6484,4.0234,5.7104,4.5383,4.8572,3.633,5.3568,2.768,4.7946,5.3283,3.2044,3.1699,2.8729,4.2507,4.9495,5.8832,3.2052,5.1965,6.6508,7.1232,4.2497,4.8562,7.834,3.6417,6.643,6.3754,3.5822,6.0271,3.7921,4.0969,5.0168,4.2082,3.5112,9.5537
"SIGIRR",49.1792,49.6686,34.9822,43.0599,60.2039,51.6091,75.3597,40.712,55.6118,73.8618,67.5161,50.2558,16.0153,39.4364,52.3666,57.4983,45.4932,67.537,51.9109,53.5521,57.9795,47.4772,39.5822,44.2433,56.0615,58.5909,51.6643,48.3664,61.5238,48.1973,51.8493,59.3328,52.6148,52.8826,71.7882,65.9225,40.7078,38.1971,57.6102,50.0067,65.2026
"NRBP2",5.3938,3.5729,6.4634,12.8603,7.126,10.6769,5.2164,12.4997,6.239,15.2166,5.644,4.0599,21.6682,9.7003,13.6082,7.7083,4.346,4.906,3.8775,4.024,5.4039,8.6687,11.1999,5.7886,5.7744,5.9025,6.7574,4.8291,10.1495,15.7195,7.9979,11.6186,6.2758,7.383,11.3318,8.1807,4.2924,8.4675,4.6971,4.7138,6.0629
"IFITM2",35.5424,123.5949,51.8338,125.8958,90.6975,114.5136,55.7907,73.3266,86.9091,47.1062,60.8427,52.4824,135.9066,122.4535,82.9281,70.8788,78.8307,79.1157,75.9661,50.3584,61.7806,89.6905,135.8977,81.1733,49.4278,226.9723,50.0801,52.5994,47.3519,181.1168,50.14,148.2882,84.7106,63.8369,79.8591,97.923,46.5615,240.3773,65.2522,62.475,77.9651
"TNFAIP2",11.9694,27.9829,11.1288,15.3016,33.3196,26.3183,15.0383,24.5496,26.8883,25.9664,11.6176,15.8979,17.7551,16.7642,27.8311,23.7447,12.8942,16.9487,14.8856,10.6431,17.5432,28.9323,20.2186,15.1336,18.5549,33.3678,21.386,12.3016,24.4583,63.5074,18.0778,33.1436,20.1851,29.6952,26.8478,16.6947,13.9077,50.0949,19.8187,12.2279,12.2736
"ZNF445",2.6092,2.1561,2.5034,4.9239,2.8951,3.4255,1.9543,4.8745,2.5182,3.5141,2.2497,2.9669,7.1369,3.4458,3.7822,3.4317,3.3541,2.1461,1.7471,1.6151,2.9577,4.5362,4.7532,1.1542,3.5855,2.0004,4.5595,2.0653,4.1195,5.5807,3.7831,3.7639,2.6607,2.0708,4.2521,2.4398,2.6761,2.5972,2.4464,2.5041,3.1139
"TCEAL9",60.384,52.128,73.2374,96.8216,71.631,65.4321,63.2781,51.6533,39.2474,53.6652,41.67,56.1114,66.7968,76.3567,57.3249,52.4503,58.6542,77.6077,38.2457,27.6366,54.0768,48.8004,91.1256,116.1489,59.8104,65.6342,56.1628,19.4028,39.0925,67.6522,60.2355,74.4695,62.0221,47.5958,67.0939,79.5827,45.4784,117.6197,51.8251,53.6364,58.2808
"RAB11B",126.6868,122.5233,86.2008,137.3516,149.3943,130.2334,171.7789,134.3299,134.354,167.2732,172.809,133.265,125.255,125.9782,145.6198,131.1975,116.0843,138.7213,133.5669,134.1204,152.9724,119.0887,131.7775,93.9385,152.0569,126.4002,122.954,137.4444,135.7345,144.7764,126.1096,153.419,123.7157,117.2247,156.8676,162.4336,116.9382,109.8364,139.4184,138.2144,147.5949
"PRMT3",5.6068,5.3518,5.0592,9.5253,5.9454,4.7359,3.8552,5.5283,4.4558,5.385,4.0685,4.8169,5.3874,5.3547,5.1309,5.8313,5.0807,6.6148,2.7914,2.3619,4.3748,6.5634,7.6111,12.1893,6.1512,7.7476,6.6523,3.5056,5.5744,6.1913,4.8486,6.3749,4.7356,5.1874,8.8213,8.5733,4.5576,10.4418,3.5961,3.9962,6.5509
"PRPF39",8.057,6.2224,11.6989,13.1504,7.534,7.9103,6.1946,10.1785,6.6707,10.9258,5.3039,6.6263,8.4276,10.4744,9.2604,8.8726,8.8713,9.3092,6.5675,4.6553,8.3262,11.3499,11.0829,14.0552,9.809,8.8484,12.7786,9.4201,15.2103,10.6789,9.0371,12.1079,6.9456,8.0608,12.9721,11.3166,8.1073,12.7271,6.6191,5.9437,8.6337
"ZNF74",3.3672,1.7029,1.9111,4.0735,3.2884,5.0016,2.961,6.0373,2.7185,4.1915,4.1859,3.2306,8.1081,3.7712,3.823,4.6717,3.9471,3.5636,1.3032,1.9563,3.4169,5.3539,5.9057,2.5089,4.2647,3.3749,3.5792,1.8494,4.1621,6.1234,4.311,5.7305,3.7102,2.7599,5.2432,4.7086,2.0388,3.6388,3.0778,3.0163,3.6191
"CDNF",1.8447,1.1575,1.5456,1.1448,1.6663,0.9639,1.6721,1.1014,1.1796,2.2258,1.6265,1.3838,1.6741,1.1326,1.7502,1.6267,1.3471,1.6528,0.8456,0.9804,1.2626,1.252,2.0196,2.0277,2.0752,1.1445,1.84,3.3391,2.2249,1.6346,2.6221,1.6376,1.2089,1.4374,2.6088,1.5521,1.6508,1.2721,1.6417,1.7337,1.574
"NOTUM",0.0616,0.0967,0.0695,0.1014,0.0713,0.0512,0.0752,0.1288,0.0559,0.0457,0.0679,0.1395,0.1903,0.1717,0.0718,0.0594,0.2089,0.4969,0.2542,0,0.0656,0.0444,0.1574,0.0741,0.1048,0.1574,0.1076,0.2097,0.065,0.1062,0.0356,0.0851,0,0.08,0.1727,0.0736,0.1287,0.1062,0.0253,0,0.1288
"IL3RA",9.002,30.6314,11.4857,26.6381,16.6351,18.6326,14.6351,20.227,35.6548,24.9668,25.9173,14.6134,21.3035,27.4043,17.9199,26.3589,21.7941,18.247,47.3984,52.829,16.8219,21.6875,35.7351,13.8414,16.0746,46.2314,25.6915,7.3653,24.2627,32.74,18.0366,23.0863,18.8944,35.0728,21.7651,25.1502,11.8736,47.8686,27.4284,26.5662,21.6633
"CCDC137",23.5571,27.0177,16.9086,36.3288,27.1458,22.3634,21.2032,23.68,24.8165,29.7846,22.1951,21.2091,19.9558,20.2733,27.886,24.7134,17.9319,23.3278,19.7361,18.1704,26.2617,25.1783,24.4748,23.037,24.272,29.588,27.7023,20.0846,21.0146,32.951,23.1906,25.5005,22.7925,21.4449,25.8247,26.6143,20.8681,23.6411,20.5874,19.9479,22.3953
"SFTPA2",0.7494,3.302,0.4508,3.3103,2.3113,1.7443,1.016,8.8531,3.3844,11.9676,7.7085,0.6182,0.0882,0.9807,3.5702,0.878,0.4517,10.5037,5.5722,0.7535,3.0142,6.7606,0.8083,0.7741,0.9228,4.6373,4.2789,0.1918,6.7484,8.9809,1.2909,7.1288,3.2115,5.969,16.6095,10.8949,3.7554,15.4162,2.73,1.2878,5.908
