"","TCGA-AG-3731-11A-01R-1736-07","TCGA-AF-2691-11A-01R-A32Z-07","TCGA-AG-3732-11A-01R-1660-07","TCGA-AH-6643-11A-01R-1830-07","TCGA-AF-3400-11A-01R-A32Z-07","TCGA-AG-3742-11A-01R-1660-07","TCGA-AG-3725-11A-01R-1736-07","TCGA-AF-2692-11A-01R-A32Z-07","TCGA-AF-5654-11A-11R-1660-07","TCGA-AF-2689-11A-01R-A32Z-07"
"LPCAT1",15.2792,18.345,17.7321,21.4178,11.7387,11.6612,7.5453,18.85,11.9806,15.4098
"NMRAL1",22.6102,20.9176,17.8719,17.1891,26.0601,25.1091,23.7731,24.7423,22.405,22.955
"ING1",8.9964,8.4099,9.5419,9.0375,7.6912,11.7434,7.7464,14.0553,8.8563,9.5731
"ADPRHL1",1.5343,1.8666,3.1799,1.7377,1.6043,1.9018,1.596,6.6524,0.943,1.7105
"CMTM7",9.1518,7.2149,4.8358,9.8915,2.9526,5.9328,3.7916,6.4811,5.8939,7.5266
"FBXL2",1.113,1.0976,3.5757,1.2614,0.2952,2.1703,0.8759,1.8557,0.4665,1.1682
"UBP1",30.4931,30.5051,47.1772,33.8902,38.6039,40.5796,22.1963,38.1835,32.8077,31.8914
"RMND5A",48.8788,51.011,79.1083,63.2622,77.1286,53.2076,32.5303,51.4246,60.9873,54.6218
"CD8A",12.1469,10.0139,4.9769,16.8742,6.2204,13.2974,4.631,15.745,3.8463,15.2875
"RPIA",57.1816,56.7608,42.6058,48.2802,86.2576,58.0235,43.7302,58.8843,52.3158,46.3798
"PTPRD",9.5536,6.5154,9.1511,9.2025,10.6124,5.9398,6.3875,12.7193,14.223,7.5782
"GTF2E1",10.7027,9.3279,16.2754,10.3046,9.1328,15.7343,14.1432,8.5126,8.3001,10.1552
"CFDP1",39.7162,43.9605,40.6495,48.8564,46.3306,49.3255,43.8886,36.7724,56.1679,44.5762
"JAZF1",13.7828,12.2336,54.8309,18.5226,3.101,34.4459,7.068,23.2325,5.1176,16.5354
"CMIP",28.4587,34.7664,25.9753,25.7001,28.979,17.8089,10.0308,45.2486,30.0751,25.5556
"TRIP12",31.2705,48.3612,50.877,38.6526,44.8128,31.3862,14.0131,45.9686,37.6149,38.3024
"FBXO36",2.4345,1.7857,2.9354,1.6189,1.4811,4.4102,2.2963,2.5026,1.9234,1.3443
"CEBPG",58.9444,95.9487,64.3229,75.1616,106.1398,83.37,63.2828,78.4927,106.6086,76.7915
"KCTD15",11.0133,14.1727,26.4309,13.054,6.9001,18.1547,6.1745,22.1475,3.7833,15.7652
"MCOLN2",23.8734,37.5647,12.323,15.8011,45.7134,31.3059,50.9213,17.9607,41.4609,13.767
"LGI4",10.4765,11.4354,31.1435,13.397,3.3479,17.8922,4.5198,24.6775,5.2278,12.2099
"DDAH1",89.404,91.2894,93.2867,71.9786,143.7521,71.0825,53.298,99.4188,118.4518,86.5936
"SREK1",8.7671,5.2896,12.444,9.635,6.6995,8.2622,5.3752,7.359,9.2228,5.9712
"CHD1",10.1965,14.6686,16.161,15.8961,11.9179,10.8739,5.7523,18.5076,13.5477,11.9559
"DGKE",3.1382,3.4849,5.012,3.8544,2.2019,5.4921,2.8458,3.9727,3.3073,2.9388
"HS2ST1",12.952,11.3908,19.3881,13.7856,12.8928,15.7319,8.7482,14.2977,17.7876,10.5378
"MSI2",9.1111,8.2151,9.7215,7.3169,7.6831,8.1222,4.6541,8.6002,9.0108,5.5405
"CACNA2D1",7.1805,6.5097,34.6576,10.1399,1.0736,19.4041,3.7758,18.3593,1.7983,6.9081
"ZUP1",8.8998,9.0565,10.1876,10.0401,8.804,12.2587,10.2829,9.2267,10.949,7.3852
"GDPD1",3.2548,0.7056,4.0649,2.6181,1.7547,2.7736,6.0988,2.1101,1.8023,1.3587
"NUS1",22.179,23.3944,27.0657,20.3086,24.438,31.7942,20.7053,24.1578,21.9905,17.8017
"PPP2R5E",23.0977,22.0112,31.6523,23.1958,26.0204,23.6346,13.707,25.4673,24.4773,20.2675
"IMPACT",27.3551,17.0926,35.643,16.6782,16.466,33.5673,20.6479,22.5401,15.4884,15.3401
"ANKRD29",2.3975,1.1999,4.5158,3.146,0.4041,4.941,1.1673,2.3507,1.0496,1.5847
"SDHAF4",24.4812,9.8456,21.3933,17.0013,16.1051,40.968,79.8703,14.5554,15.6276,13.5499
"THY1",19.8533,17.4075,27.4638,12.6203,6.4646,19.1107,7.9644,27.1778,10.2436,15.1564
"C16orf74",1.7752,1.0226,1.2574,2.5559,0.8586,1.7061,2.5835,1.626,0.9083,1.6094
"TBCEL",6.2119,4.6897,13.686,5.6979,3.0232,9.3534,3.3995,7.1703,3.7926,5.1398
"ANKH",16.8301,30.2035,24.4969,21.3318,32.3303,19.0155,11.185,29.7894,23.3065,24.0792
"OTULIN",5.7969,6.6488,7.509,7.0311,6.2426,6.545,4.3168,7.3893,6.2283,6.6344
"UBASH3B",2.2733,2.9737,2.682,2.5799,1.2641,2.2139,1.5382,3.159,1.1492,2.4934
"ROBO4",5.1174,4.9169,9.4313,3.7437,3.0753,4.2391,1.6122,8.0592,4.1415,6.1209
"ROBO3",2.4009,1.8179,4.3474,1.5538,2.5655,2.021,1.5763,3.0782,0.7945,2.8024
"TBRG1",9.0353,9.44,10.8086,11.0545,9.6097,11.3763,9.6725,10.0309,10.0225,7.9863
"NRGN",8.3576,13.5704,6.7825,9.0668,16.2293,11.1841,9.8369,13.6576,11.8237,12.4259
"RETREG1",116.0618,67.5255,39.343,66.3085,56.0982,100.0245,117.1686,54.8406,82.6557,59.1557
"GPR15",29.4094,6.8535,25.017,21.5344,16.0524,16.8288,27.6781,36.1145,13.6557,21.495
"TOMM70",54.3145,62.239,92.9615,50.4368,69.9802,79.7809,43.223,62.1115,55.6604,51.4254
"PITPNC1",6.3329,12.5568,4.431,6.7053,7.6883,6.1172,3.5862,6.0314,5.9082,8.2851
"CC2D1B",11.7129,13.984,11.483,13.8275,16.4698,10.0374,6.4021,12.127,17.6801,12.6244
"PRKCA",16.3202,23.2783,46.6433,24.0041,11.5967,19.4515,6.7328,35.8968,15.6492,20.3333
"LRRK1",7.8406,7.1312,9.8046,12.0588,9.4268,3.8603,2.96,8.8754,9.7808,8.0124
"GAL3ST2",39.0498,23.6608,12.7802,14.8894,50.1645,7.261,14.655,31.4948,12.4424,22.0765
"ABCA5",7.4956,4.879,9.2053,11.9709,6.5465,6.2922,6.232,6.6453,12.5741,7.2418
"ENPP3",12.3524,14.5016,10.8002,19.758,20.0835,9.3185,16.9095,17.7383,30.8184,10.5496
"C4orf19",34.0764,30.1017,20.1846,34.2434,33.5891,23.2911,27.8062,42.9232,42.9341,30.1051
"UCHL1",29.7537,31.4701,68.6325,24.609,5.787,56.903,26.5521,58.6125,9.7657,37.4217
"MIA3",19.7303,22.9079,30.4171,25.4805,25.2203,18.4357,9.9158,27.8899,27.0371,20.439
"DISP1",2.7564,3.2724,5.6055,3.5612,1.4187,4.1527,2.2131,4.5942,1.1554,2.983
"TNIK",7.436,9.722,13.0157,10.4163,16.8606,5.7152,2.8432,11.3736,10.2786,8.2604
"FAM167A",2.9361,2.9763,0.8691,4.64,0.8654,1.1515,0.9322,3.6271,0.7376,3.2306
"NEIL2",10.443,9.8438,13.5246,8.1908,12.1678,10.8705,7.5625,12.1708,8.3335,9.0632
"PGM5",64.1187,73.9018,237.0775,74.489,8.4652,211.8727,28.2897,163.4657,9.1421,95.3947
"OBSCN",0.6399,0.514,1.2106,0.95,0.2827,0.5486,0.1927,1.347,0.3264,0.7123
"TRIM11",5.8458,7.6634,5.0833,6.3898,9.8033,5.078,4.3735,7.7884,8.0657,8.0091
"ENAH",17.8357,19.7518,47.9307,18.8973,11.5154,29.573,8.8172,24.4097,9.2701,19.1906
"SH3RF1",46.9776,56.5155,33.1941,37.2376,52.9026,39.6249,26.4942,46.893,61.0941,36.5349
"GBP5",3.2282,1.5976,2.3462,3.8946,0.6191,2.9607,2.1736,2.119,0.7979,1.7115
"BUB3",26.5032,27.1117,34.8209,27.7081,34.0364,38.8224,34.8844,30.6048,30.6001,26.1976
"ATP5MC3",361.4597,307.2892,225.2023,218.3429,423.0594,383.7345,586.009,303.2055,361.4605,272.3435
"PDLIM3",27.6595,28.8124,87.6907,25.7281,4.7472,67.5518,28.2608,44.6065,4.2732,30.8726
"SORBS2",19.8686,25.6231,70.2446,30.7926,4.7061,56.2134,10.8546,45.6037,4.3634,25.498
"ELOC",20.1028,21.298,22.7514,18.0612,16.7187,35.3042,34.2467,19.0518,17.5211,18.5174
"LY96",41.9214,19.758,29.1084,27.7598,8.16,77.6602,88.1101,20.4519,17.2936,20.869
"CXADR",32.2279,49.916,28.6796,51.758,59.2912,34.7501,33.1395,29.2554,65.0253,37.6016
"BTG3",31.1543,33.2104,41.3423,33.8064,25.9665,53.4979,50.6095,39.6276,24.5557,28.5874
"RABGEF1",1.3706,2.3649,1.1798,1.7254,0.8554,1.3669,1.4702,1.6261,0.6482,1.1073
"MRPL39",60.1636,63.2857,63.814,43.4758,74.6056,90.3879,97.6383,56.4603,31.061,57.4736
"JAM2",14.9824,11.0271,36.2303,13.7434,7.4844,20.4004,7.3123,25.1605,12.045,15.9534
"ATP5PF",125.6759,118.4932,129.7596,120.7546,134.0098,214.351,293.2922,118.1894,162.5882,134.3397
"GABPA",19.9889,13.9916,35.2472,23.4435,16.0803,29.8907,17.2479,18.0116,21.3483,14.2756
"ADAMTS1",74.2495,46.3377,25.0845,58.557,9.5004,41.9293,5.41,161.62,20.6695,73.6924
"ADAMTS5",2.6711,1.6531,4.9241,2.4145,0.6687,2.9691,1.093,4.1844,1.6797,1.1524
"TSEN2",3.5509,2.8204,5.8394,5.1309,4.0161,4.7194,2.9478,4.7446,4.2227,3.6526
"XPC",13.9007,10.4458,15.6365,11.6503,10.2224,11.3874,5.9198,13.9058,9.4177,10.3215
"CCDC174",17.2057,12.3342,23.2389,16.4808,14.7718,19.1842,15.0998,17.2658,15.2639,15.2417
"FLCN",7.9336,5.209,9.3506,9.4296,6.0792,7.3513,6.0492,6.3876,9.9838,6.7517
"DPH3",21.0558,23.2282,29.5112,22.6357,19.5128,44.8918,38.136,28.2854,25.8286,19.5818
"OXNAD1",9.9213,8.895,7.559,7.8604,11.9821,9.5264,11.1154,9.8823,11.6875,7.7407
"CXXC1",31.8825,25.9659,28.1923,30.0338,35.8195,26.6542,21.4111,30.3308,25.8319,30.3568
"SKA1",2.108,5.1635,3.8772,5.3769,15.133,3.2345,4.7317,3.3035,10.6016,6.5146
"PPP4R1",22.6555,31.9473,30.6697,27.8395,28.2091,28.545,16.2077,32.1439,28.0273,26.333
"APCDD1",14.2955,13.1385,20.6939,8.3233,8.5969,15.4338,8.0057,22.8404,9.0757,12.8677
"MPPE1",7.0552,5.6526,8.1925,8.3859,8.3156,10.4384,9.6014,7.4083,8.3064,6.9048
"RAB6B",2.9111,5.6301,13.1345,5.8347,1.5305,6.9136,1.8174,7.1504,2.5388,6.4704
"EME1",0.5258,0.6287,0.6383,1.0748,1.516,0.5884,0.8654,1.0444,1.4674,0.9246
"EPHB1",1.025,1.3508,16.6326,4.9151,0.0897,9.1582,1.2385,2.8754,0.148,1.7656
"ACSS1",22.6787,12.9588,21.8567,22.8734,22.6291,13.5045,11.3878,18.7574,19.8301,15.9292
"ANKRD40",25.8356,28.0612,58.3562,27.0223,17.2441,43.1977,18.7028,41.1619,16.2217,26.2954
"ZNF18",6.5027,4.7089,8.3829,8.1731,7.7579,6.9267,4.4757,5.6182,8.9699,5.7393
"APOOL",14.6472,11.7119,20.683,12.6263,15.5936,13.1609,8.5401,14.835,15.6233,9.1288
"DKK2",2.8439,5.8428,13.9176,2.259,0.0554,10.7475,0.8869,5.0182,0.1828,2.2624
"CYP2U1",6.5056,4.422,15.2716,6.8967,3.2605,10.8425,4.927,7.5638,4.4572,5.9204
"FBXL18",1.7237,2.401,2.5682,1.985,3.1951,1.1605,0.7341,2.5778,1.9824,2.2811
"AK9",2.1592,0.9886,3.965,2.32,1.5406,2.5948,2.4814,1.6196,1.8283,1.2677
"KLF10",115.3131,103.9899,112.299,151.7813,58.0805,214.021,51.8038,200.8134,61.4249,108.141
"PTPRN2",36.5229,33.7273,28.1301,15.0719,22.4787,26.435,20.8893,31.0962,19.8422,21.8117
"AZIN1",73.1558,92.3045,113.5308,68.3052,77.0702,127.5033,94.3105,98.977,82.7121,67.0406
"ATP6V1C1",23.5955,23.0786,33.8875,25.7233,22.7643,30.7383,17.9916,30.015,26.6792,21.0762
"PIP4P2",12.3274,6.8689,33.5947,13.1064,2.7456,30.9491,11.58,15.8343,3.1773,10.4749
"OTUD6B",6.661,5.9415,12.757,6.9893,6.4471,15.1456,8.5009,7.7723,7.5911,4.6725
"CDK19",13.8138,9.3072,20.9611,19.2731,12.3539,12.7462,7.7259,14.4905,18.6876,11.1204
"GTF3C6",118.0941,151.9771,125.3584,134.7085,189.7143,169.9413,142.5129,134.4195,154.1752,147.4576
"AGPAT5",20.2925,23.6803,20.8597,18.7839,38.3289,23.0725,26.0015,19.6913,22.6305,17.2834
"MMS19",26.8199,19.985,29.678,22.9398,30.0021,19.9487,16.84,25.2842,23.1817,21.7473
"PI4K2A",13.8152,15.9464,15.5593,15.8786,14.0412,15.0083,8.2605,16.6026,16.4568,17.2883
"ZFYVE27",36.9632,30.1384,22.8358,43.8178,42.4119,27.7757,29.6512,31.6025,43.1859,35.8907
"GOLGA7B",0.8548,0.7437,0.8136,0.6374,0.5254,0.7804,0.8995,1.4364,0.5202,0.8134
"TRMT44",2.5761,2.4796,3.4551,2.6237,2.651,2.34,1.8129,2.9769,1.8399,2.8433
"SLC25A28",38.5835,45.4104,54.848,41.7807,40.065,52.3164,27.3492,58.5687,33.7738,43.6078
"HSPA13",26.5329,23.8201,35.3283,19.9341,16.2324,39.1621,27.1673,30.1412,15.9316,18.9049
"USP25",19.1258,15.184,32.2512,18.2087,12.1894,22.4944,11.5412,19.9049,14.6768,15.5456
"GRAMD2B",20.5348,19.9847,21.7901,30.5282,28.4991,17.2202,22.8623,19.7631,33.9168,24.353
"ZCCHC10",30.9962,19.8787,34.3649,31.7034,26.4749,52.4989,75.4344,23.4136,29.8499,23.7215
"C16orf87",2.7886,2.5461,4.1045,3.7998,2.8479,4.7484,2.5539,2.5085,2.7562,2.8971
"MOV10",21.6563,19.7584,19.7742,25.8078,23.3621,13.4225,9.3391,20.7356,29.1438,21.3485
"RHOC",156.022,170.8547,105.763,140.0923,210.1064,190.0215,248.931,116.6889,182.7805,174.7328
"DBI",157.4603,144.1248,119.1398,142.251,281.3542,187.6088,347.118,149.9683,297.8786,171.9933
"SLC16A1",40.2806,40.3166,127.429,187.6717,74.6446,60.6939,36.1477,84.6141,78.2701,68.4209
"HEATR3",12.7283,12.6558,12.0095,10.0159,17.1612,15.3228,13.6553,12.1634,14.8759,10.2131
"NIFK",18.5782,27.5203,26.8797,17.0766,27.2513,36.0706,24.7193,26.6926,18.6137,20.1811
"OXA1L",93.0305,71.1735,89.564,63.388,104.5273,91.0162,79.1413,79.5814,70.3422,71.5178
"SLC7A7",13.9596,7.6271,8.8189,12.5083,5.1749,11.4371,10.0385,8.3349,4.5094,10.1708
"LARP1",54.2809,74.268,72.7273,56.1672,81.9446,39.9351,17.355,74.7368,58.6838,53.8965
"CNOT8",70.289,42.2879,71.9162,56.9999,55.9952,86.4792,100.3378,47.9983,51.8509,49.6873
"SETD9",10.5044,11.2036,9.2391,11.6981,12.9292,5.2901,27.1176,13.0028,11.5745,6.3024
"MIER3",30.4442,58.9137,50.5367,62.127,64.62,52.5823,35.7734,60.9925,64.554,44.7218
"NUP205",18.0686,26.4558,25.7051,18.375,24.7856,15.6854,10.7164,28.5236,19.1104,18.4096
"PIK3AP1",21.8176,24.104,11.5392,28.394,13.0252,16.9817,13.6007,13.0461,20.2136,20.3824
"RBM45",5.3776,5.5164,6.3821,6.692,7.0055,6.8706,4.8498,5.7531,7.8178,5.1468
"VSIG4",53.826,21.9637,41.5729,18.1461,10.8461,65.9248,72.8821,32.6012,11.0723,20.7979
"PDIA4",199.3413,297.9413,146.7104,139.5798,347.9127,128.1996,109.2238,247.3432,319.6449,200.3389
"KDM8",3.252,2.3213,3.474,3.0124,3.4348,2.9268,2.3052,2.327,2.6964,3.0771
"TMEM237",3.1378,3.3192,6.2759,2.3839,2.9574,6.2447,3.8316,4.7205,3.0361,3.0038
"FZD7",33.3068,45.4217,83.0514,43.9402,11.0115,68.2808,13.5878,102.168,8.2339,49.3446
"DEPTOR",31.784,18.313,49.865,22.223,26.7035,56.0681,24.9566,38.9058,18.0375,24.6795
"RNF20",31.7149,25.9727,49.5643,32.8319,33.3097,33.0772,16.4736,36.3801,31.0064,34.8524
"PPARGC1B",10.5769,6.6493,14.6244,14.0851,13.3849,7.2415,3.6002,9.8269,11.5639,9.059
"ELMO1",5.664,5.1047,7.1641,8.0839,2.2879,5.0385,2.0642,5.7851,3.0636,6.6398
"SLC26A2",259.1178,108.0932,609.7741,1074.392,503.8057,170.3485,250.8206,451.159,984.1365,568.8571
"LSM11",5.9423,4.9081,10.4818,6.3204,3.6192,8.5938,3.523,6.8025,3.8008,4.4725
"MED7",14.4242,10.8074,20.9434,18.9679,13.5259,24.4908,25.4319,11.9166,14.5004,13.4625
"RRAGA",138.3029,177.7961,194.7179,130.0705,157.5579,209.4875,124.7447,177.0581,134.0959,156.373
"PXYLP1",2.9628,2.0614,3.22,2.151,3.0192,2.4111,2.1015,2.6419,2.3339,2.1432
"RASA2",10.6291,13.9657,16.0942,15.9048,8.4934,12.9911,7.968,15.1439,10.6837,9.2338
"RMND1",12.1104,7.3625,13.0618,9.1849,11.0992,13.5548,13.8502,7.2043,13.6202,7.0697
"RAET1L",0,3.4322,0,0.2239,2.8538,0.288,0.0985,0.3539,0,1.1888
"SLA",8.086,6.6632,4.6006,6.8078,1.6345,6.0539,5.1414,8.2103,2.6868,5.299
"TMBIM4",19.1978,8.1376,14.8047,20.0658,21.2627,32.6426,22.1448,9.1989,27.0641,14.586
"VBP1",63.6272,67.1652,82.2157,59.7062,68.8183,128.6188,114.6805,70.0735,66.8727,59.3296
"CLIC2",20.9873,12.9197,30.1278,14.27,5.9681,37.7781,26.2359,19.3264,12.4438,17.7575
"GRIP1",2.0936,1.5841,4.2715,1.9491,1.0889,1.9587,1.0796,2.9405,1.2181,1.8935
"VPS37A",15.3529,12.3409,22.1418,13.7313,11.4432,22.5903,14.4055,16.1159,12.8405,11.4985
"NAT2",27.91,18.8845,20.1323,35.1143,36.8427,33.4821,42.9209,20.6772,31.4487,30.8105
"CARNMT1",14.1148,12.1339,17.395,13.3537,18.1545,17.3302,11.0255,12.6635,16.3388,9.5878
"MCU",56.8213,67.9531,50.5567,51.0002,84.3786,53.4254,60.1627,54.3883,92.7508,55.9344
"MIDEAS",12.1994,21.1588,20.1823,20.6031,17.0068,11.0614,4.459,21.3615,16.3307,18.0879
"GNA14",11.2091,21.7561,9.4888,8.5901,13.9868,9.8885,5.7665,10.698,11.3239,12.9046
"GNAQ",58.7693,60.8758,95.5042,60.2565,61.7612,61.2544,31.1579,76.1895,83.6482,54.0692
"ADK",16.1099,12.4599,21.9212,12.9214,13.3902,23.0334,26.7409,15.34,18.2361,12.3783
"BATF",7.7404,8.5829,2.9552,15.91,2.0179,5.3463,6.7147,5.0191,1.9639,9.7897
"DCK",30.2411,21.7498,33.9965,40.8081,20.5492,52.5887,48.2168,19.0359,30.8987,25.7677
"NDUFAF6",5.084,4.5611,6.6101,5.8941,5.4217,7.5185,9.1624,4.5878,5.5441,4.3855
"DRAM2",60.1119,40.9327,53.6273,52.5587,45.4358,71.9691,88.5812,36.9457,51.006,38.9137
"C8orf37",2.4252,1.1765,4.1328,2.1426,1.0782,3.4815,2.342,1.9967,1.3523,1.4218
"WHAMM",9.4469,8.1572,12.4014,11.3662,12.6528,9.851,7.518,10.187,11.8169,10.0255
"CXCL13",57.138,75.3267,22.8693,253.2542,7.4489,31.1495,37.5227,20.7129,16.7226,118.2069
"N6AMT1",6.8483,3.7546,7.159,5.0168,4.0564,6.0073,6.6903,3.9166,2.9317,4.573
"RWDD2B",16.2772,8.9784,24.2813,12.9377,11.5879,21.3029,22.4762,11.0183,7.532,12.2894
"USP16",28.2811,29.6553,41.0991,28.589,28.1901,43.1174,27.8246,30.006,29.8084,21.9383
"CCT8",98.5327,133.5201,125.1222,93.0505,131.3265,138.3368,97.5998,121.969,117.2568,99.0811
"BACH1",13.9686,24.8667,28.8096,18.2082,13.673,21.1045,9.4601,28.5978,15.887,14.8001
"TSPAN7",59.0065,53.2805,66.3043,74.6878,102.0116,55.4366,47.3146,56.6759,106.5863,75.6358
"SCAF4",20.2598,27.2828,25.0978,24.7903,29.0243,13.6963,8.4069,30.6043,25.6793,23.1191
"RPGR",3.3402,2.9225,3.5218,3.2085,2.7058,3.608,1.8559,3.1474,4.4559,2.4642
"CDK20",5.2483,2.8372,7.9809,4.6168,3.865,5.6446,3.4609,5.9056,3.542,4.5697
"PCGF6",7.3164,7.3083,13.9187,7.5128,5.938,17.7568,9.6306,9.8714,6.0325,6.1434
"ANKRD9",19.2594,26.6898,18.0975,38.2392,45.224,12.7016,11.266,33.6165,44.2913,34.1379
"SFR1",10.8241,8.6741,14.0752,8.6054,8.93,20.236,22.4259,8.208,10.8013,8.0334
"ATP5MPL",74.0958,66.2542,59.1577,59.8439,95.6505,110.505,181.1476,66.1493,86.0834,72.7799
"FUT6",20.189,21.628,14.9538,26.171,56.8844,15.5828,15.1349,20.4397,39.3576,28.6732
"FGF18",0.5864,0.4784,0.732,0.5655,0.5047,0.6984,0.2322,0.9272,0.5552,0.4392
"UQCRB",40.0635,31.1561,47.8977,36.6361,35.4702,65.9856,55.4837,37.1341,36.6635,36.7557
"MTERF3",16.6041,13.3855,20.2013,17.567,18.7155,29.5709,25.9124,12.931,12.0112,13.7573
"PTDSS1",33.12,42.711,37.7148,27.6502,52.8024,34.4709,28.424,38.96,31.1869,31.9531
"RPL30",216.7436,185.6026,176.0172,109.0161,136.8436,236.9782,271.8109,208.1174,93.5678,183.1055
"SUPV3L1",18.1712,19.0395,19.4955,18.3879,25.6507,20.0821,13.642,20.4495,18.9721,17.4715
"FAM122B",19.3641,19.0624,24.8875,25.0241,20.6168,20.6302,13.4115,22.7988,21.1231,16.3388
"EEF1A1",2375.2247,1509.0601,2413.2296,1125.4252,1445.0758,3329.2495,4748.9857,1778.9803,1051.9986,1339.3489
"HKDC1",6.7434,7.7078,8.3989,16.4642,10.9492,5.4704,6.4202,6.8809,33.0614,13.6778
"HK1",55.137,97.7531,94.0862,53.2796,82.3955,69.1078,24.4282,95.2936,57.3418,70.0251
"TYSND1",15.7869,11.1692,12.7595,11.4436,21.7891,13.6891,15.4787,9.587,13.8037,13.0247
"PHF6",10.1157,7.1939,12.9475,10.8586,8.9549,9.8984,7.2813,8.4013,10.4762,7.9403
"CD109",5.3433,5.8897,29.7547,5.429,2.7144,9.4148,1.8297,13.5163,2.7298,5.2452
"UBE2L6",71.7213,41.048,84.7192,51.2543,26.6621,88.4241,72.6233,54.6485,44.0385,56.3499
"ZDHHC5",79.8436,100.5312,73.2959,69.7874,125.9688,71.9618,46.7721,94.1476,101.9845,75.0582
"MED19",18.7816,16.2949,15.3411,12.6417,21.7436,20.1548,33.7984,15.5656,14.8599,14.3828
"NPTN",139.7033,148.882,240.3682,127.7338,138.0076,208.3198,133.5502,166.3475,167.7726,139.7491
"KAT6B",3.7688,2.8646,6.8078,4.3976,2.9848,3.9888,1.2424,4.6829,2.9457,3.517
"RAB11FIP1",44.8824,59.2796,38.6172,52.7818,75.9258,24.314,18.5615,54.8301,71.958,43.3656
"UTP14A",11.1435,17.6566,16.037,9.7317,21.652,14.5673,9.7643,14.8801,10.1205,12.6299
"AIFM1",14.6193,16.3655,12.7847,14.2752,24.1432,10.6702,8.5723,17.8248,21.6254,14.1624
"MAPK13",82.6005,60.5204,50.944,65.3692,103.4979,56.6037,89.5585,79.6189,111.2313,75.2263
"BAG4",11.3137,7.4311,17.4311,10.7143,8.946,18.2641,13.8259,7.4732,8.3869,8.8446
"TBC1D31",2.0297,1.7085,2.4528,2.5375,2.5767,2.1071,2.1945,2.4469,2.568,2.0146
"NTAQ1",5.4571,4.126,5.8605,3.5609,3.6043,7.392,7.4238,4.0913,4.8228,3.7282
"ATAD2",7.2182,10.6349,9.6563,9.6654,11.4222,5.9724,6.2929,10.0341,10.7697,8.8697
"FBXO32",82.5363,113.0209,329.0016,108.4755,32.1464,182.2044,21.8009,200.4063,29.9703,132.7983
"NSMCE2",17.3389,15.4985,19.9575,11.4844,12.7462,31.076,41.0462,13.6436,12.001,14.0652
"ZNF689",8.6538,8.2418,11.0478,8.7057,8.7908,10.5796,7.1992,11.2801,7.1585,7.9747
"PRR14",26.9741,19.2282,26.5449,25.3164,29.8755,21.9754,17.1713,25.6769,22.0411,25.9053
"FBRS",37.0037,40.4762,36.9886,41.1938,44.0815,24.4364,13.7101,52.2831,37.719,40.5564
"FRRS1",5.1156,4.4455,5.1515,7.1451,5.8293,4.0001,6.0956,3.0441,8.646,6.2847
"PHKG2",6.812,7.916,5.2753,6.6816,10.4035,6.3894,6.8539,7.0562,7.3565,7.0677
"SASS6",3.3219,3.5961,7.3876,6.1826,4.6903,4.6255,3.0875,4.3175,6.4237,3.3529
"MALSU1",11.7478,13.0604,12.658,9.8625,14.9142,17.647,16.1618,13.8596,10.4812,12.5987
"VPS8",10.0256,8.867,13.1485,10.0501,11.1909,9.7668,6.7275,11.8919,10.3195,8.6048
"GALK2",7.7841,6.7613,7.7682,4.8831,7.8401,7.3795,6.5541,7.2297,8.7084,5.9119
"MPV17L",4.4402,6.2886,6.9944,3.8341,5.7823,10.135,7.5751,6.4884,8.6857,4.1127
"BUB1B",3.7326,7.8644,5.6327,8.1523,13.2975,5.6452,5.5997,6.0602,12.7655,7.6798
"PDE6D",18.0576,14.2151,19.584,15.8447,15.0302,26.7098,23.6147,19.0986,15.4885,15.6647
"EIF4A2",204.2233,96.5497,324.4802,175.4927,115.4868,356.8898,344.5354,179.0339,162.1093,133.602
"BRPF1",11.435,12.9985,12.8749,11.9187,12.2262,10.3209,5.1845,13.9894,9.0165,12.1789
"RPUSD3",12.4597,10.1672,10.2387,10.0711,16.9956,13.1763,15.2214,11.045,11.0383,11.2059
"SST",511.1149,517.5255,68.8236,32.3901,55.8462,138.9512,249.6526,123.6457,19.4506,219.4002
"TATDN2",8.6217,15.4954,11.0575,10.8694,15.2266,7.4711,4.5447,12.3298,11.2913,12.497
"SEC13",60.4506,69.9179,42.9201,38.4905,77.6809,62.4351,78.279,53.9126,66.7341,55.6099
"EXOG",2.7322,2.8479,5.493,3.0267,2.9283,3.7405,2.5921,3.3798,2.5726,3.4721
"NTAN1",16.7413,12.5285,20.2509,14.325,14.1915,22.8906,19.4056,15.0755,14.8894,14.7023
"ZFYVE9",11.543,11.1193,16.5289,10.6924,9.2418,11.062,5.5359,14.1431,8.7833,9.5923
"SMG1",10.1003,9.5348,17.9196,16.2595,10.7934,7.6969,5.0047,13.2245,12.9666,8.6837
"FCHO2",33.1255,29.9851,42.8213,30.0471,30.4378,45.1687,34.7676,27.4633,29.765,19.9515
"RBPMS",18.1115,24.2573,69.4491,26.9503,4.8479,40.8265,7.9974,44.9841,5.1406,36.5172
"TIMP4",10.1119,9.4281,10.8716,4.1639,3.9007,14.6733,15.712,6.2947,5.6409,7.5223
"ODR4",22.864,18.5908,26.1694,19.8078,23.7305,24.2861,22.9159,21.8836,25.0964,15.1193
"CPT2",10.2402,7.9,7.466,9.8557,13.2447,7.0153,7.3787,9.2543,12.6056,8.5084
